Sample_names,salt_mean,salt_median,salt_mode,salt_max,salt_min,salt_daily_range,salt_q95,salt_q5,salt_sd,temp_mean,temp_median,temp_mode,temp_max,temp_min,temp_daily_range,temp_q95,temp_q5,temp_sd,speed_mean,speed_median,speed_mode,speed_sd,DIC_mean,DIC_median,DIC_mode,DIC_max,DIC_min,DIC_q95,DIC_q5,DIC_sd,NH4_mean,NH4_median,NH4_mode,NH4_max,NH4_min,NH4_q95,NH4_q5,NH4_sd,EpiPAR_sg_mean,EpiPAR_sg_median,EpiPAR_sg_max,EpiPAR_sg_q95,EpiPAR_sg_q5,EpiPAR_sg_sd,Secchi_mean,Secchi_median,Secchi_mode,Secchi_max,Secchi_min,Secchi_q95,Secchi_q5,Secchi_sd,PH_mean,PH_median,PH_mode,PH_max,PH_min,PH_q95,PH_q5,PH_sd,alk_mean,alk_median,alk_mode,alk_max,alk_min,alk_q95,alk_q5,alk_sd,Chl_a_sum_mean,Chl_a_sum_median,Chl_a_sum_max,Chl_a_sum_q95,Chl_a_sum_q5,Chl_a_sum_sd,bPAR_sd
Spis-CBHE-1284,35.57453395,35.56053958,35.90813619,36.62853338,35.15640875,0.022851803,35.80126771,35.36560949,0.139481214,24.90140174,25.14155123,25.69370107,28.90415406,20.99979238,0.180430973,27.87233449,21.93455487,2.041804885,0.019742884,0.03073077,0.030288167,0.013205393,23028.45832,23067.78835,23074.22517,23274.80298,22684.11982,23150.83232,22810.48125,123.504648,0.051406923,0.036856489,0.034017503,0.140733316,0.023666873,0.103591819,0.029048232,0.03017262,9.687039345,8.591424164,18.87254308,18.19840953,4.102309122,4.556851649,14.74411741,14.9535374,16.83883473,17.88640719,10.35181529,17.05334752,11.12592986,1.930233496,8.092752704,8.084593212,8.052217264,8.142294834,8.038018171,8.139786339,8.044448086,0.036915818,2247.342476,2247.588905,2238.090932,2254.879532,2238.090932,2254.056884,2238.642469,5.03115777,0.637107897,0.627866752,0.949988933,0.844524645,0.442938132,0.150492102,5.57243897
Spis-CBHE-1287,35.57453395,35.56053958,35.90813619,36.62853338,35.15640875,0.022851803,35.80126771,35.36560949,0.139481214,24.90140174,25.14155123,25.69370107,28.90415406,20.99979238,0.180430973,27.87233449,21.93455487,2.041804885,0.019742884,0.03073077,0.030288167,0.013205393,23028.45832,23067.78835,23074.22517,23274.80298,22684.11982,23150.83232,22810.48125,123.504648,0.051406923,0.036856489,0.034017503,0.140733316,0.023666873,0.103591819,0.029048232,0.03017262,9.687039345,8.591424164,18.87254308,18.19840953,4.102309122,4.556851649,14.74411741,14.9535374,16.83883473,17.88640719,10.35181529,17.05334752,11.12592986,1.930233496,8.092752704,8.084593212,8.052217264,8.142294834,8.038018171,8.139786339,8.044448086,0.036915818,2247.342476,2247.588905,2238.090932,2254.879532,2238.090932,2254.056884,2238.642469,5.03115777,0.637107897,0.627866752,0.949988933,0.844524645,0.442938132,0.150492102,5.57243897
Spis-CBHE-1289,35.57406235,35.56001242,35.90721547,36.62181103,35.04607454,0.023798061,35.80022762,35.36407789,0.139558975,24.90276847,25.14317116,25.68097587,29.02603164,20.96797994,0.221588527,27.87454364,21.93470609,2.04198823,0.030436441,0.043619723,0.040615296,0.020007275,22984.66267,22981.19063,22813.03962,23177.28289,22813.03962,23126.1425,22875.64716,85.61904188,0.053967011,0.044481035,0.047646273,0.259580973,0.031583254,0.089797883,0.0331619,0.044854426,10.30275713,9.064945317,22.66408949,18.54375705,6.266498247,4.757646007,14.47319894,14.59156428,16.12819372,18.34667019,5.778345351,17.66247655,11.76212789,2.554526623,8.087331955,8.084801759,8.08815098,8.144826262,8.041229066,8.127859778,8.044564458,0.026558913,2246.141052,2247.294263,2250.77641,2255.117965,2228.182993,2252.695679,2238.698821,5.656862995,0.587821506,0.546679371,0.924654377,0.834353627,0.395753829,0.141141731,5.57243897
Spis-CBHE-1324,35.56855116,35.55510235,35.90443021,36.7306655,35.10937272,0.031246893,35.79603889,35.36126638,0.139716671,24.87898707,25.10768278,25.60333111,28.85807838,20.99536277,0.256781233,27.80479532,21.97068984,2.009718545,0.031274417,0.061525455,0.06467394,0.018729198,23001.89868,22987.98313,22928.4066,23160.39967,22730.75305,23154.41909,22887.48684,99.62125711,0.052498854,0.046005939,0.033136805,0.110073093,0.033136805,0.082204821,0.037092137,0.017804369,12.99342427,12.61020121,23.91624181,22.23252974,5.284642917,5.642853774,14.41113628,14.39543173,17.52535915,17.52535915,9.543561788,16.44107035,10.87244495,1.741293016,8.100013455,8.099487543,8.066409688,8.148549334,8.046199999,8.143520031,8.049439468,0.031263163,2250.048326,2250.63615,2250.63615,2255.331634,2230.189048,2255.300377,2241.776512,5.641383107,0.625911329,0.587733679,1.057848842,0.973728577,0.420748128,0.174709819,7.870165886
Spis-CBHE-1334,35.57077062,35.56045469,35.90086121,36.6207276,35.14940391,0.032138116,35.7936078,35.3602378,0.138722972,24.88450245,25.09235646,25.65861167,29.00796598,20.98118948,0.260033154,27.87864653,21.92484489,2.039992688,0.068827593,0.099990381,0.039376384,0.058529353,23036.67042,23003.56533,22892.3266,23302.65499,22840.86992,23226.60987,22898.65,113.3855472,0.053516907,0.05287241,0.035314461,0.088707665,0.025024252,0.084239526,0.03404965,0.016862471,12.36591881,9.468872362,30.51538563,26.50035034,5.341829144,6.918159332,13.79615216,13.62043969,17.0701269,17.69315071,10.6949266,17.02347138,11.57702657,1.75669302,8.096213373,8.08767593,8.079189057,8.154739674,8.030552289,8.150650167,8.043677163,0.036471822,2246.641587,2246.578118,2243.629372,2255.375405,2227.354534,2253.423659,2241.117442,5.893692587,0.65248974,0.625949468,1.298116738,1.001137855,0.319845018,0.241611838,4.022848142
Spis-CBHE-1335,35.57077062,35.56045469,35.90086121,36.6207276,35.14940391,0.032138116,35.7936078,35.3602378,0.138722972,24.88450245,25.09235646,25.65861167,29.00796598,20.98118948,0.260033154,27.87864653,21.92484489,2.039992688,0.068827593,0.099990381,0.039376384,0.058529353,23036.67042,23003.56533,22892.3266,23302.65499,22840.86992,23226.60987,22898.65,113.3855472,0.053516907,0.05287241,0.035314461,0.088707665,0.025024252,0.084239526,0.03404965,0.016862471,12.36591881,9.468872362,30.51538563,26.50035034,5.341829144,6.918159332,13.79615216,13.62043969,17.0701269,17.69315071,10.6949266,17.02347138,11.57702657,1.75669302,8.096213373,8.08767593,8.079189057,8.154739674,8.030552289,8.150650167,8.043677163,0.036471822,2246.641587,2246.578118,2243.629372,2255.375405,2227.354534,2253.423659,2241.117442,5.893692587,0.65248974,0.625949468,1.298116738,1.001137855,0.319845018,0.241611838,4.022848142
Spis-CBHE-1346,35.57077062,35.56045469,35.90086121,36.6207276,35.14940391,0.032138116,35.7936078,35.3602378,0.138722972,24.88450245,25.09235646,25.65861167,29.00796598,20.98118948,0.260033154,27.87864653,21.92484489,2.039992688,0.068827593,0.099990381,0.039376384,0.058529353,23036.67042,23003.56533,22892.3266,23302.65499,22840.86992,23226.60987,22898.65,113.3855472,0.053516907,0.05287241,0.035314461,0.088707665,0.025024252,0.084239526,0.03404965,0.016862471,12.36591881,9.468872362,30.51538563,26.50035034,5.341829144,6.918159332,13.79615216,13.62043969,17.0701269,17.69315071,10.6949266,17.02347138,11.57702657,1.75669302,8.096213373,8.08767593,8.079189057,8.154739674,8.030552289,8.150650167,8.043677163,0.036471822,2246.641587,2246.578118,2243.629372,2255.375405,2227.354534,2253.423659,2241.117442,5.893692587,0.65248974,0.625949468,1.298116738,1.001137855,0.319845018,0.241611838,4.022848142
Spis-CBHE-1382,35.55743628,35.5499117,35.87865245,36.71141427,34.93426681,0.037190003,35.77477923,35.34854846,0.138444625,24.8268241,24.99993196,25.40223124,28.89318727,20.95365268,0.291764369,27.77077864,21.97472061,1.987091698,0.033570796,0.04469269,0.0638993,0.024774579,22996.72218,22989.00987,23013.51356,23329.86846,22760.5898,23103.08472,22921.99497,94.68825595,0.0532475,0.048197168,0.038891121,0.098391698,0.029637209,0.083342877,0.036227111,0.016165073,10.32784104,9.236970191,21.68871328,18.81445942,3.905297087,5.029543147,13.52612327,13.31187084,15.96312582,17.57526332,10.00701697,16.54743653,10.72643536,1.960138435,8.114619726,8.12379274,8.117860425,8.155194286,8.056675914,8.15215443,8.066735291,0.028585901,2249.397763,2250.139507,2249.832737,2255.741814,2235.79083,2255.099082,2241.272775,4.849822327,0.760460253,0.716703308,1.311515888,1.199263605,0.356563281,0.280669393,6.350025637
Spis-CBHE-1396,35.56002035,35.55235936,35.88655706,36.60659395,35.04552891,0.033492735,35.77647798,35.34911371,0.138825336,24.84469127,25.01109103,25.5348902,29.00007174,21.05825853,0.23549159,27.83927861,21.97238023,2.006352776,0.029985056,0.038070567,0.054893877,0.022246818,23074.78757,23066.7183,23129.98322,23334.17138,22910.25714,23281.55216,22926.64718,121.1898072,0.041537194,0.035937663,0.019231315,0.087631929,0.019022514,0.085085734,0.019285619,0.020775761,13.89730622,13.46268792,25.43612929,22.67132336,7.582211696,5.313660956,13.44581347,13.63856958,14.37757643,14.93307881,11.21918562,14.44392967,12.59395966,0.780052127,8.110278437,8.115488694,8.109676949,8.142150334,8.051294678,8.136587766,8.072456751,0.021775848,2248.629432,2247.518558,2253.006193,2259.912355,2230.19537,2256.815379,2243.072498,6.380701415,0.637708622,0.641414325,1.006930055,0.86323485,0.426996967,0.136121558,2.323277607
Spis-CBHE-1398,35.56002035,35.55235936,35.88655706,36.60659395,35.04552891,0.033492735,35.77647798,35.34911371,0.138825336,24.84469127,25.01109103,25.5348902,29.00007174,21.05825853,0.23549159,27.83927861,21.97238023,2.006352776,0.029985056,0.038070567,0.054893877,0.022246818,23074.78757,23066.7183,23129.98322,23334.17138,22910.25714,23281.55216,22926.64718,121.1898072,0.041537194,0.035937663,0.019231315,0.087631929,0.019022514,0.085085734,0.019285619,0.020775761,13.89730622,13.46268792,25.43612929,22.67132336,7.582211696,5.313660956,13.44581347,13.63856958,14.37757643,14.93307881,11.21918562,14.44392967,12.59395966,0.780052127,8.110278437,8.115488694,8.109676949,8.142150334,8.051294678,8.136587766,8.072456751,0.021775848,2248.629432,2247.518558,2253.006193,2259.912355,2230.19537,2256.815379,2243.072498,6.380701415,0.637708622,0.641414325,1.006930055,0.86323485,0.426996967,0.136121558,2.323277607
Spis-CBHE-1400,35.56002035,35.55235936,35.88655706,36.60659395,35.04552891,0.033492735,35.77647798,35.34911371,0.138825336,24.84469127,25.01109103,25.5348902,29.00007174,21.05825853,0.23549159,27.83927861,21.97238023,2.006352776,0.029985056,0.038070567,0.054893877,0.022246818,23074.78757,23066.7183,23129.98322,23334.17138,22910.25714,23281.55216,22926.64718,121.1898072,0.041537194,0.035937663,0.019231315,0.087631929,0.019022514,0.085085734,0.019285619,0.020775761,13.89730622,13.46268792,25.43612929,22.67132336,7.582211696,5.313660956,13.44581347,13.63856958,14.37757643,14.93307881,11.21918562,14.44392967,12.59395966,0.780052127,8.110278437,8.115488694,8.109676949,8.142150334,8.051294678,8.136587766,8.072456751,0.021775848,2248.629432,2247.518558,2253.006193,2259.912355,2230.19537,2256.815379,2243.072498,6.380701415,0.637708622,0.641414325,1.006930055,0.86323485,0.426996967,0.136121558,2.323277607
Spis-CBHE-1408,35.56002035,35.55235936,35.88655706,36.60659395,35.04552891,0.033492735,35.77647798,35.34911371,0.138825336,24.84469127,25.01109103,25.5348902,29.00007174,21.05825853,0.23549159,27.83927861,21.97238023,2.006352776,0.029985056,0.038070567,0.054893877,0.022246818,23074.78757,23066.7183,23129.98322,23334.17138,22910.25714,23281.55216,22926.64718,121.1898072,0.041537194,0.035937663,0.019231315,0.087631929,0.019022514,0.085085734,0.019285619,0.020775761,13.89730622,13.46268792,25.43612929,22.67132336,7.582211696,5.313660956,13.44581347,13.63856958,14.37757643,14.93307881,11.21918562,14.44392967,12.59395966,0.780052127,8.110278437,8.115488694,8.109676949,8.142150334,8.051294678,8.136587766,8.072456751,0.021775848,2248.629432,2247.518558,2253.006193,2259.912355,2230.19537,2256.815379,2243.072498,6.380701415,0.637708622,0.641414325,1.006930055,0.86323485,0.426996967,0.136121558,2.323277607
Spis-CBHE-1412,35.56049914,35.5530609,35.88691934,36.62550449,35.02458883,0.033288012,35.77748217,35.34879478,0.138889031,24.84236748,25.00896264,25.53315558,29.01121306,21.02778844,0.241675493,27.83619668,21.96709388,2.008045287,0.047204488,0.050470447,0.064335859,0.035986554,23011.49358,23001.62674,23165.9355,23204.04906,22801.80708,23192.52039,22807.33891,125.4902478,0.04661443,0.044036683,0.083760807,0.09192284,0.023890481,0.079960649,0.033123242,0.015319704,15.82730429,14.28166333,30.27114649,25.44114357,6.719740095,6.926699945,13.95157205,13.67326244,10.34952745,16.45477544,10.34952745,16.34819369,11.8292496,1.386485163,8.080603905,8.075565439,8.043894526,8.13667525,8.043894526,8.134370915,8.047175641,0.027824685,2246.530161,2248.156461,2256.080055,2257.21014,2231.836233,2255.555689,2232.227912,6.549808265,0.584792911,0.548212799,0.88338811,0.858502708,0.34810495,0.163505345,2.323277607
Spis-CBHE-1418,35.56049914,35.5530609,35.88691934,36.62550449,35.02458883,0.033288012,35.77748217,35.34879478,0.138889031,24.84236748,25.00896264,25.53315558,29.01121306,21.02778844,0.241675493,27.83619668,21.96709388,2.008045287,0.047204488,0.050470447,0.064335859,0.035986554,23011.49358,23001.62674,23165.9355,23204.04906,22801.80708,23192.52039,22807.33891,125.4902478,0.04661443,0.044036683,0.083760807,0.09192284,0.023890481,0.079960649,0.033123242,0.015319704,15.82730429,14.28166333,30.27114649,25.44114357,6.719740095,6.926699945,13.95157205,13.67326244,10.34952745,16.45477544,10.34952745,16.34819369,11.8292496,1.386485163,8.080603905,8.075565439,8.043894526,8.13667525,8.043894526,8.134370915,8.047175641,0.027824685,2246.530161,2248.156461,2256.080055,2257.21014,2231.836233,2255.555689,2232.227912,6.549808265,0.584792911,0.548212799,0.88338811,0.858502708,0.34810495,0.163505345,2.323277607
Spis-CBHE-1423,35.56049914,35.5530609,35.88691934,36.62550449,35.02458883,0.033288012,35.77748217,35.34879478,0.138889031,24.84236748,25.00896264,25.53315558,29.01121306,21.02778844,0.241675493,27.83619668,21.96709388,2.008045287,0.047204488,0.050470447,0.064335859,0.035986554,23011.49358,23001.62674,23165.9355,23204.04906,22801.80708,23192.52039,22807.33891,125.4902478,0.04661443,0.044036683,0.083760807,0.09192284,0.023890481,0.079960649,0.033123242,0.015319704,15.82730429,14.28166333,30.27114649,25.44114357,6.719740095,6.926699945,13.95157205,13.67326244,10.34952745,16.45477544,10.34952745,16.34819369,11.8292496,1.386485163,8.080603905,8.075565439,8.043894526,8.13667525,8.043894526,8.134370915,8.047175641,0.027824685,2246.530161,2248.156461,2256.080055,2257.21014,2231.836233,2255.555689,2232.227912,6.549808265,0.584792911,0.548212799,0.88338811,0.858502708,0.34810495,0.163505345,2.323277607
Spis-CBHE-213,35.57077062,35.56045469,35.90086121,36.6207276,35.14940391,0.032138116,35.7936078,35.3602378,0.138722972,24.88450245,25.09235646,25.65861167,29.00796598,20.98118948,0.260033154,27.87864653,21.92484489,2.039992688,0.068827593,0.099990381,0.039376384,0.058529353,23036.67042,23003.56533,22892.3266,23302.65499,22840.86992,23226.60987,22898.65,113.3855472,0.053516907,0.05287241,0.035314461,0.088707665,0.025024252,0.084239526,0.03404965,0.016862471,12.36591881,9.468872362,30.51538563,26.50035034,5.341829144,6.918159332,13.79615216,13.62043969,17.0701269,17.69315071,10.6949266,17.02347138,11.57702657,1.75669302,8.096213373,8.08767593,8.079189057,8.154739674,8.030552289,8.150650167,8.043677163,0.036471822,2246.641587,2246.578118,2243.629372,2255.375405,2227.354534,2253.423659,2241.117442,5.893692587,0.65248974,0.625949468,1.298116738,1.001137855,0.319845018,0.241611838,4.022848142
Spis-CBHE-221,35.57077062,35.56045469,35.90086121,36.6207276,35.14940391,0.032138116,35.7936078,35.3602378,0.138722972,24.88450245,25.09235646,25.65861167,29.00796598,20.98118948,0.260033154,27.87864653,21.92484489,2.039992688,0.068827593,0.099990381,0.039376384,0.058529353,23036.67042,23003.56533,22892.3266,23302.65499,22840.86992,23226.60987,22898.65,113.3855472,0.053516907,0.05287241,0.035314461,0.088707665,0.025024252,0.084239526,0.03404965,0.016862471,12.36591881,9.468872362,30.51538563,26.50035034,5.341829144,6.918159332,13.79615216,13.62043969,17.0701269,17.69315071,10.6949266,17.02347138,11.57702657,1.75669302,8.096213373,8.08767593,8.079189057,8.154739674,8.030552289,8.150650167,8.043677163,0.036471822,2246.641587,2246.578118,2243.629372,2255.375405,2227.354534,2253.423659,2241.117442,5.893692587,0.65248974,0.625949468,1.298116738,1.001137855,0.319845018,0.241611838,4.022848142
Spis-CBHE-256,35.55518217,35.54760751,35.87565711,36.70036488,35.0238608,0.038117268,35.77323063,35.34692495,0.138205433,24.82126787,24.99176321,25.38145741,28.86043208,20.97379588,0.279496053,27.76311608,21.98377556,1.976744036,0.025493628,0.038451453,0.061620896,0.019433657,23026.45363,22989.16398,23046.01519,23281.33811,22853.99331,23237.31757,22898.01271,108.4238864,0.04320878,0.039818313,0.10069358,0.10069358,0.018429809,0.082495447,0.02016948,0.018850443,10.44143201,9.673885938,20.1790432,19.04840844,4.857074463,4.981688709,13.27464049,13.76430309,0,18.10043581,0,17.33319014,11.11897394,3.179631096,8.088731849,8.082282004,8,8.157019224,8,8.131835351,8.053040444,0.034056295,2245.488846,2247.725404,2229.706742,2254.698299,2229.706742,2254.391038,2233.912899,7.108986609,0.717164741,0.730864563,1.286701756,1.084855709,0.249495041,0.28198646,6.350025637
Spis-CBHE-259,35.55743628,35.5499117,35.87865245,36.71141427,34.93426681,0.037190003,35.77477923,35.34854846,0.138444625,24.8268241,24.99993196,25.40223124,28.89318727,20.95365268,0.291764369,27.77077864,21.97472061,1.987091698,0.033570796,0.04469269,0.0638993,0.024774579,22996.72218,22989.00987,23013.51356,23329.86846,22760.5898,23103.08472,22921.99497,94.68825595,0.0532475,0.048197168,0.038891121,0.098391698,0.029637209,0.083342877,0.036227111,0.016165073,10.32784104,9.236970191,21.68871328,18.81445942,3.905297087,5.029543147,13.52612327,13.31187084,15.96312582,17.57526332,10.00701697,16.54743653,10.72643536,1.960138435,8.114619726,8.12379274,8.117860425,8.155194286,8.056675914,8.15215443,8.066735291,0.028585901,2249.397763,2250.139507,2249.832737,2255.741814,2235.79083,2255.099082,2241.272775,4.849822327,0.760460253,0.716703308,1.311515888,1.199263605,0.356563281,0.280669393,6.350025637
Spis-CBLM-1239,35.45228172,35.47242623,35.73555358,35.96584128,34.49064835,0.022938408,35.62824775,35.26250771,0.11797934,24.46476093,24.49446784,24.28965973,27.96784544,21.43225782,0.229871103,26.88776928,22.14554448,1.662766666,0.040003196,0.037536969,0.041845911,0.026610628,22932.37493,22929.01602,22855.95341,23069.38969,22816.53572,23016.9128,22837.18077,62.85254227,0.070363732,0.056162939,0.099120812,0.163353786,0.031866517,0.162521993,0.034416763,0.039377555,3.445592413,3.123928376,6.699474463,6.515507922,1.600241694,1.652995929,13.89852136,13.80112746,12.00727442,18.47519742,10.20469893,18.27311181,10.43086295,2.43682696,8.117400501,8.113390551,8.154340552,8.158432795,8.0705384,8.153942468,8.076713913,0.025140537,2249.423245,2249.723902,2249.045615,2255.385275,2240.241676,2255.137114,2243.114626,4.264065562,0.911954723,0.86840375,1.51655108,1.424874097,0.500901756,0.304247183,3.339379774
Spis-CBLM-1259,35.45336636,35.47386645,35.76542412,36.00084574,34.07057157,0.020396885,35.62758291,35.26017001,0.118985689,24.45946516,24.50805177,24.45226448,28.28821626,21.43809301,0.187254509,26.87935595,22.1623918,1.652196585,0.047628155,0.062790555,0.025477956,0.028462996,22951.95713,22942.79206,22942.32668,23203.01759,22846.5823,23081.30451,22856.67691,77.04014765,0.074106234,0.061113141,0.111527044,0.138050463,0.030276294,0.12051465,0.037592619,0.02970186,2.871348121,2.401489363,6.269546349,5.88811248,0.984288698,1.680903011,13.38812851,13.19871862,13.51409411,17.73196643,9.066393403,17.55959823,9.889645462,2.487355923,8.115648998,8.112233121,8.085008781,8.159518792,8.078589985,8.155186515,8.08475692,0.02498699,2249.521652,2250.301569,2245.253543,2258.541933,2241.950762,2254.529811,2243.659176,3.874579444,0.948522006,0.887187363,1.777650372,1.427101101,0.544913798,0.3195403,10.04230661
Spis-CBLM-1261,35.45336636,35.47386645,35.76542412,36.00084574,34.07057157,0.020396885,35.62758291,35.26017001,0.118985689,24.45946516,24.50805177,24.45226448,28.28821626,21.43809301,0.187254509,26.87935595,22.1623918,1.652196585,0.047628155,0.062790555,0.025477956,0.028462996,22951.95713,22942.79206,22942.32668,23203.01759,22846.5823,23081.30451,22856.67691,77.04014765,0.074106234,0.061113141,0.111527044,0.138050463,0.030276294,0.12051465,0.037592619,0.02970186,2.871348121,2.401489363,6.269546349,5.88811248,0.984288698,1.680903011,13.38812851,13.19871862,13.51409411,17.73196643,9.066393403,17.55959823,9.889645462,2.487355923,8.115648998,8.112233121,8.085008781,8.159518792,8.078589985,8.155186515,8.08475692,0.02498699,2249.521652,2250.301569,2245.253543,2258.541933,2241.950762,2254.529811,2243.659176,3.874579444,0.948522006,0.887187363,1.777650372,1.427101101,0.544913798,0.3195403,10.04230661
Spis-CBLM-1262,35.45336636,35.47386645,35.76542412,36.00084574,34.07057157,0.020396885,35.62758291,35.26017001,0.118985689,24.45946516,24.50805177,24.45226448,28.28821626,21.43809301,0.187254509,26.87935595,22.1623918,1.652196585,0.047628155,0.062790555,0.025477956,0.028462996,22951.95713,22942.79206,22942.32668,23203.01759,22846.5823,23081.30451,22856.67691,77.04014765,0.074106234,0.061113141,0.111527044,0.138050463,0.030276294,0.12051465,0.037592619,0.02970186,2.871348121,2.401489363,6.269546349,5.88811248,0.984288698,1.680903011,13.38812851,13.19871862,13.51409411,17.73196643,9.066393403,17.55959823,9.889645462,2.487355923,8.115648998,8.112233121,8.085008781,8.159518792,8.078589985,8.155186515,8.08475692,0.02498699,2249.521652,2250.301569,2245.253543,2258.541933,2241.950762,2254.529811,2243.659176,3.874579444,0.948522006,0.887187363,1.777650372,1.427101101,0.544913798,0.3195403,10.04230661
Spis-CBLM-1264,35.45336636,35.47386645,35.76542412,36.00084574,34.07057157,0.020396885,35.62758291,35.26017001,0.118985689,24.45946516,24.50805177,24.45226448,28.28821626,21.43809301,0.187254509,26.87935595,22.1623918,1.652196585,0.047628155,0.062790555,0.025477956,0.028462996,22951.95713,22942.79206,22942.32668,23203.01759,22846.5823,23081.30451,22856.67691,77.04014765,0.074106234,0.061113141,0.111527044,0.138050463,0.030276294,0.12051465,0.037592619,0.02970186,2.871348121,2.401489363,6.269546349,5.88811248,0.984288698,1.680903011,13.38812851,13.19871862,13.51409411,17.73196643,9.066393403,17.55959823,9.889645462,2.487355923,8.115648998,8.112233121,8.085008781,8.159518792,8.078589985,8.155186515,8.08475692,0.02498699,2249.521652,2250.301569,2245.253543,2258.541933,2241.950762,2254.529811,2243.659176,3.874579444,0.948522006,0.887187363,1.777650372,1.427101101,0.544913798,0.3195403,10.04230661
Spis-CBLM-1271,35.45336636,35.47386645,35.76542412,36.00084574,34.07057157,0.020396885,35.62758291,35.26017001,0.118985689,24.45946516,24.50805177,24.45226448,28.28821626,21.43809301,0.187254509,26.87935595,22.1623918,1.652196585,0.047628155,0.062790555,0.025477956,0.028462996,22951.95713,22942.79206,22942.32668,23203.01759,22846.5823,23081.30451,22856.67691,77.04014765,0.074106234,0.061113141,0.111527044,0.138050463,0.030276294,0.12051465,0.037592619,0.02970186,2.871348121,2.401489363,6.269546349,5.88811248,0.984288698,1.680903011,13.38812851,13.19871862,13.51409411,17.73196643,9.066393403,17.55959823,9.889645462,2.487355923,8.115648998,8.112233121,8.085008781,8.159518792,8.078589985,8.155186515,8.08475692,0.02498699,2249.521652,2250.301569,2245.253543,2258.541933,2241.950762,2254.529811,2243.659176,3.874579444,0.948522006,0.887187363,1.777650372,1.427101101,0.544913798,0.3195403,10.04230661
Spis-CBLM-1274,35.45336636,35.47386645,35.76542412,36.00084574,34.07057157,0.020396885,35.62758291,35.26017001,0.118985689,24.45946516,24.50805177,24.45226448,28.28821626,21.43809301,0.187254509,26.87935595,22.1623918,1.652196585,0.047628155,0.062790555,0.025477956,0.028462996,22951.95713,22942.79206,22942.32668,23203.01759,22846.5823,23081.30451,22856.67691,77.04014765,0.074106234,0.061113141,0.111527044,0.138050463,0.030276294,0.12051465,0.037592619,0.02970186,2.871348121,2.401489363,6.269546349,5.88811248,0.984288698,1.680903011,13.38812851,13.19871862,13.51409411,17.73196643,9.066393403,17.55959823,9.889645462,2.487355923,8.115648998,8.112233121,8.085008781,8.159518792,8.078589985,8.155186515,8.08475692,0.02498699,2249.521652,2250.301569,2245.253543,2258.541933,2241.950762,2254.529811,2243.659176,3.874579444,0.948522006,0.887187363,1.777650372,1.427101101,0.544913798,0.3195403,10.04230661
Spis-CBLM-1275,35.45336636,35.47386645,35.76542412,36.00084574,34.07057157,0.020396885,35.62758291,35.26017001,0.118985689,24.45946516,24.50805177,24.45226448,28.28821626,21.43809301,0.187254509,26.87935595,22.1623918,1.652196585,0.047628155,0.062790555,0.025477956,0.028462996,22951.95713,22942.79206,22942.32668,23203.01759,22846.5823,23081.30451,22856.67691,77.04014765,0.074106234,0.061113141,0.111527044,0.138050463,0.030276294,0.12051465,0.037592619,0.02970186,2.871348121,2.401489363,6.269546349,5.88811248,0.984288698,1.680903011,13.38812851,13.19871862,13.51409411,17.73196643,9.066393403,17.55959823,9.889645462,2.487355923,8.115648998,8.112233121,8.085008781,8.159518792,8.078589985,8.155186515,8.08475692,0.02498699,2249.521652,2250.301569,2245.253543,2258.541933,2241.950762,2254.529811,2243.659176,3.874579444,0.948522006,0.887187363,1.777650372,1.427101101,0.544913798,0.3195403,10.04230661
Spis-LIZA-488,34.99444538,35.22101842,35.24812904,35.59468885,32.17019361,0.036203052,35.43391978,33.80434387,0.52778907,26.92796983,27.10007713,27.31141584,31.39957019,22.92017688,0.204865043,29.72708168,24.07273564,1.956996459,0.124432307,0.114871352,0.08412555,0.0806137,22931.09744,22919.08042,22953.25909,23148.47089,22694.15808,23143.98078,22731.67925,131.879463,0.042643228,0.026029272,0.020443975,0.197514586,0.012458768,0.150103296,0.014158982,0.046546455,10.89224659,9.665767878,21.78248134,20.04926182,3.790226964,5.342030229,20.16018197,20.3963699,21.42280077,27.64915463,8.117747467,27.15850463,11.36669234,5.451354303,8.05703728,8.051071117,8.061763585,8.119467066,8.013298749,8.105551389,8.029855703,0.025359131,2241.673646,2243.585736,2238.256886,2257.645718,2214.116206,2255.81551,2225.443429,9.934917827,0.168539454,0.125443013,0.43170173,0.386507205,0.036220185,0.119243237,2.310435171
Spis-LIZA-489,35.00070413,35.2216633,35.24204016,35.62066053,32.04518059,0.036931929,35.43058879,33.84413741,0.516929177,26.95539694,27.11463437,27.30558757,31.21031925,22.93153615,0.241379325,29.74213555,24.13000809,1.925027711,0.061121284,0.051939704,0.034454493,0.042584437,22892.80062,22915.94101,23112.23757,23112.23757,22718.05056,23092.23663,22722.49042,114.8608037,0.042038922,0.025621396,0.029837056,0.233672958,0.010356607,0.192778557,0.01316685,0.05762038,10.16419876,9.691400066,24.40244417,24.15151089,2.378014312,6.591198765,19.71691589,19.76087044,17.23672025,27.06606894,9.115998356,27.00349223,11.95632422,5.434547966,8.063007777,8.059182772,8.081654511,8.108449608,8.03164659,8.100000924,8.035021627,0.020474577,2239.554748,2239.864109,2248.826495,2248.826495,2225.659753,2247.591698,2229.533831,6.216204846,0.202653712,0.15929063,0.859618281,0.435486994,0.047604264,0.173748837,9.778565044
